index,filename,readable,width,height,brightness,contrast,blur_score,dark_percent,bright_percent,feature_count,error,decision,reasons,selected
1,IMG20260826122949.jpg,True,3072,4080,130.24657368173257,49.59417621706435,656.6492546885349,0.020480225988700567,0.294138418079096,2051,,ACCEPT,,True
2,IMG20260826122953.jpg,True,3072,4080,129.80637123352165,49.604983044871204,679.4977896788572,0.006709039548022599,0.2879001883239171,2004,,ACCEPT,,True
3,IMG20260826122956.jpg,True,3072,4080,128.55295668549905,49.219372728674124,766.9855007451773,0.009887005649717513,0.27648305084745767,2245,,ACCEPT,,True
4,IMG20260826123000.jpg,True,3072,4080,127.41710922787193,47.1628233608685,831.9422764177147,0.045315442561205274,0.2538841807909605,2172,,ACCEPT,,True
5,IMG20260826123004.jpg,True,3072,4080,130.50639712806026,45.57429595225576,823.8018169395768,0.0568502824858757,0.27083333333333337,2249,,ACCEPT,,True
6,IMG20260826123008.jpg,True,3072,4080,133.57196209981169,44.70402843240409,816.2270292531093,0.051318267419962336,0.22751883239171375,2310,,ACCEPT,,True
7,IMG20260826123012.jpg,True,3072,4080,134.01457980225987,44.89843167792684,738.2736404861828,0.042490583804143126,0.2483521657250471,2404,,ACCEPT,,True
8,IMG20260826123017.jpg,True,3072,4080,130.91184675141244,45.90254590210419,785.0998982536094,0.03166195856873823,0.23705273069679847,2334,,ACCEPT,,True
9,IMG20260826123020.jpg,True,3072,4080,130.12444797551788,46.262798592956145,743.565427765808,0.02919020715630885,0.22116290018832394,2371,,ACCEPT,,True
10,IMG20260826123023.jpg,True,3072,4080,130.1262888418079,45.78553078366153,770.0101264202707,0.05320150659133709,0.19550376647834278,2356,,ACCEPT,,True
11,IMG20260826123027.jpg,True,3072,4080,131.30470574387948,44.74605312985343,805.2946227228178,0.13206214689265539,0.2683615819209039,2273,,WARN,dark clipping outlier,True
12,IMG20260826123038.jpg,True,3072,4080,130.99302495291903,43.01125247847123,774.3644298763337,0.12476459510357815,0.2517655367231639,2274,,WARN,dark clipping outlier,True
13,IMG20260826123042.jpg,True,3072,4080,130.39657368173258,42.60614218585048,811.3814380841677,0.09580979284369115,0.21398305084745764,2324,,ACCEPT,,True
14,IMG20260826123046.jpg,True,3072,4080,130.87084745762712,42.52022871237437,801.0417486423434,0.1254708097928437,0.22951977401129944,2414,,WARN,dark clipping outlier,True
15,IMG20260826123052.jpg,True,3072,4080,131.48086982109228,42.237553313737216,803.032237521644,0.12782485875706215,0.20998116760828625,2497,,WARN,dark clipping outlier,True
16,IMG20260826123056.jpg,True,3072,4080,133.56623940677966,42.605990222392805,833.8268183618466,0.0955743879472693,0.239289077212806,2398,,ACCEPT,,True
17,IMG20260826123101.jpg,True,3072,4080,132.8893361581921,42.20128022321521,811.5168714296245,0.10475517890772128,0.17596516007532959,2338,,WARN,dark clipping outlier,True
18,IMG20260826123106.jpg,True,3072,4080,132.4804201977401,41.61651634886712,818.6569134852871,0.0687382297551789,0.23528719397363462,2268,,ACCEPT,,True
19,IMG20260826123111.jpg,True,3072,4080,132.43152777777777,41.23027204301743,789.564700911982,0.0712099811676083,0.19774011299435026,2262,,ACCEPT,,True
20,IMG20260826123115.jpg,True,3072,4080,132.79161016949152,40.569962631664595,782.1686473942747,0.09204331450094162,0.24340866290018834,2096,,ACCEPT,,True
21,IMG20260826123119.jpg,True,3072,4080,134.26800847457628,38.79565566384818,769.0093795792222,0.08097928436911488,0.2504708097928437,2154,,ACCEPT,,True
22,IMG20260826123123.jpg,True,3072,4080,131.96024129001884,39.113316020274404,731.606712968366,0.0934557438794727,0.2013888888888889,2247,,ACCEPT,,True
23,IMG20260826123157.jpg,True,3072,4080,133.17543903013183,39.77565865901857,683.4070974575773,0.11487758945386065,0.2102165725047081,1989,,WARN,dark clipping outlier,True
24,IMG20260826123204.jpg,True,3072,4080,132.5064465630885,39.81528730249765,704.8908342920084,0.1342984934086629,0.21457156308851222,2032,,WARN,dark clipping outlier,True
25,IMG20260826123209.jpg,True,3072,4080,132.849143126177,40.949851441365574,678.9602032287031,0.07427024482109229,0.2724811676082863,2076,,ACCEPT,,True
26,IMG20260826123213.jpg,True,3072,4080,130.6284604519774,40.696910118634065,726.8368384994735,0.07144538606403013,0.2675376647834275,2123,,ACCEPT,,True
27,IMG20260826123217.jpg,True,3072,4080,132.56023893596986,40.600515815113326,632.5617910896129,0.02483521657250471,0.2882532956685499,2337,,ACCEPT,,True
28,IMG20260826123223.jpg,True,3072,4080,132.51105814500943,41.24577936104161,742.408016634613,0.03837099811676083,0.2688323917137476,2335,,ACCEPT,,True
29,IMG20260826123228.jpg,True,3072,4080,133.5761393596987,41.68214727529806,704.6301945603957,0.07615348399246705,0.2725988700564972,2193,,ACCEPT,,True
30,IMG20260826123233.jpg,True,3072,4080,133.3916054613936,42.50007211318451,717.5049228917616,0.06367702448210923,0.2201035781544256,2422,,ACCEPT,,True
31,IMG20260826123237.jpg,True,3072,4080,131.46022481167608,43.35200719266728,619.6936880029286,0.02895480225988701,0.2750706214689265,2569,,ACCEPT,,True
32,IMG20260826123246.jpg,True,3072,4080,132.3672763653484,43.54832545544694,685.8973168687211,0.024599811676082863,0.23893596986817325,2166,,ACCEPT,,True
33,IMG20260826123250.jpg,True,3072,4080,132.5527177495292,44.39282626246702,630.3955396497156,0.05649717514124294,0.24258474576271186,2280,,ACCEPT,,True
34,IMG20260826123308.jpg,True,3072,4080,128.81354402071563,43.524695405130736,648.6278735716054,0.10875706214689267,0.3619350282485876,1650,,WARN,dark clipping outlier,True
35,IMG20260826123316.jpg,True,3072,4080,127.99831450094162,45.58604908799268,714.6137795069563,0.09404425612052732,0.18196798493408664,2028,,ACCEPT,,True
36,IMG20260826123320.jpg,True,3072,4080,126.6157968455744,46.79565750611415,715.1246585633962,0.0681497175141243,0.20645009416195856,2024,,ACCEPT,,True
37,IMG20260826123324.jpg,True,3072,4080,126.49179260828625,47.59425298891462,692.2639203612143,0.08698210922787195,0.20327212806026365,2003,,ACCEPT,,True
38,IMG20260826123329.jpg,True,3072,4080,125.35425376647834,48.39135450377075,684.0054197586155,0.10381355932203389,0.19573917137476457,1928,,WARN,dark clipping outlier,True
39,IMG20260826123333.jpg,True,3072,4080,125.1811711393597,48.25616480667286,688.8361766945605,0.07827212806026365,0.20221280602636538,2017,,ACCEPT,,True
40,IMG20260826123344.jpg,True,3072,4080,125.66417725988701,46.82504193718008,714.8713365534373,0.07427024482109229,0.19126647834274954,1960,,ACCEPT,,True
41,IMG20260826123349.jpg,True,3072,4080,126.54954213747646,45.982034774856636,712.9965266506217,0.1523069679849341,0.19609227871939736,1870,,WARN,dark clipping outlier,True
42,IMG20260826123353.jpg,True,3072,4080,126.59972222222223,46.405825057461335,683.0234903533644,0.07721280602636535,0.2763653483992467,1860,,ACCEPT,,True
43,IMG20260826123357.jpg,True,3072,4080,127.91913724105461,47.022619842924335,604.2680969133144,0.02742467043314501,0.3585216572504708,1871,,ACCEPT,,True
44,IMG20260826123403.jpg,True,3072,4080,126.82504237288136,46.8226742298227,546.1086834852479,0.019656308851224106,0.4504472693032015,1906,,ACCEPT,,True
45,IMG20260826123408.jpg,True,3072,4080,127.49545550847458,46.12418845781303,582.6186678651023,0.009887005649717513,0.4585687382297552,1917,,ACCEPT,,True
46,IMG20260826123414.jpg,True,3072,4080,128.52980932203388,44.053114329408665,572.9886224023668,0.005649717514124294,0.4363229755178908,1948,,ACCEPT,,True
47,IMG20260826123417.jpg,True,3072,4080,130.3339265536723,43.38870489487,582.2198101210749,0.09875235404896421,0.396304143126177,1968,,ACCEPT,,True
48,IMG20260826123422.jpg,True,3072,4080,130.2138888888889,42.819764416762645,569.7901796697062,0.05308380414312618,0.3870056497175141,2000,,ACCEPT,,True
49,IMG20260826123427.jpg,True,3072,4080,134.28112170433144,43.53815338204876,538.607905314914,0.0,0.5371939736346516,2106,,ACCEPT,,True
50,IMG20260826123434.jpg,True,3072,4080,126.15479755178907,46.23405438010268,572.3550139833112,0.00023540489642184556,0.5111817325800376,2154,,ACCEPT,,True
