epoch,train_loss,train_dice,val_loss,val_dice,val_iou,val_precision,val_recall
28.0,0.1948165992895762,0.9372194923325188,0.11656506359577179,0.9663823349284609,0.935213569897234,0.9466048150225719,0.9873023329517012
29.0,0.186187744140625,0.9399852462363051,0.10954748094081879,0.9661452595006559,0.934828186874449,0.9555682061419002,0.9771690661298605
30.0,0.1834876835346222,0.9386680777428973,0.11180830001831055,0.9606140635426541,0.9246378795358443,0.9624489829360708,0.9589344906054703
31.0,0.193255881468455,0.9359167942520356,0.10877040028572083,0.966718073614692,0.9357690390745158,0.9494804639294512,0.9848806559527158
32.0,0.17946293950080872,0.9401375870213587,0.10706721246242523,0.9639461941204998,0.9306601318458487,0.9606112406156163,0.9675132001589546
33.0,0.17885484794775644,0.9409135244598776,0.10330258309841156,0.966690843488861,0.9357560529576153,0.9568897295418388,0.9769288919534385
34.0,0.17087706923484802,0.942573493264032,0.10572944581508636,0.9676686012698148,0.9375441061125473,0.9507920653330221,0.9854333099381375
35.0,0.16370663543542227,0.9437845503963507,0.10562124848365784,0.9643455530597337,0.9313261690804799,0.962306880406831,0.9666254329008416
36.0,0.16289016604423523,0.9451661246911159,0.10921651124954224,0.966711283143171,0.9357270889196742,0.9457935820365987,0.9889063873603906
37.0,0.1769614020983378,0.9409565998220826,0.10440905392169952,0.9651696655576464,0.9328917555273959,0.9601901126612382,0.9704275420585108
38.0,0.16170294086138406,0.9467073160949013,0.11007562279701233,0.9673461523953649,0.9369186413482363,0.9480881255534375,0.9877297785175436
39.0,0.15781933069229126,0.9484240550181671,0.10342158377170563,0.9680660156509637,0.9382522008940535,0.954559181351036,0.9822473070997984
40.0,0.1495610773563385,0.9504726998650295,0.11021623015403748,0.9641491645957253,0.9309223551248433,0.962696097355948,0.965871227921728
41.0,0.14843987425168356,0.9490874972000192,0.10121341049671173,0.9679717140392023,0.9380862154200373,0.9532826756294648,0.9833965592756557
42.0,0.15202759951353073,0.9504901763033425,0.10211105644702911,0.9677237028633573,0.937606760913406,0.9557384835542597,0.9802875935340378
43.0,0.14420262724161148,0.9516978873905508,0.10204926133155823,0.9671779751130507,0.9365839327073273,0.9491032494089278,0.9862470133447199
44.0,0.1401575729250908,0.9518700427494022,0.1036771833896637,0.9632838300825841,0.929485918346006,0.9631292153872713,0.9635821509307
45.0,0.14734342197577158,0.9519937426456296,0.10321873426437378,0.9665283992431759,0.9354104475219037,0.9441109930082056,0.9903666316305055
46.0,0.15414116779963175,0.948697295462276,0.099261075258255,0.967659133626861,0.9375746564986309,0.9530820160354159,0.9829875310844932
47.0,0.14091241856416067,0.952214629046642,0.09816408157348633,0.9666572530240887,0.9358800166237353,0.9550672540840427,0.9787343204665166
48.0,0.13907952855030695,0.9530862456945979,0.0975656807422638,0.9678751096926256,0.9379744222935901,0.9473647183660624,0.9895973434489358
49.0,0.1410522684454918,0.9532268293229404,0.0961829349398613,0.9657482059387007,0.9339602319563497,0.9602934051936058,0.9714700370554379
