attempt,status,reason,model_count,model_union_registered_images,registered_images,registration_fraction,sparse_points,observations,mean_track_length,mean_reprojection_error,camera_count,camera_model,camera_params,runtime_seconds,feature_count,matched_pair_count,verified_pair_count
targeted_bridges,skipped,no selected qualified bridge for boundary 73-74,,,,,,,,,,,,,,,
exhaustive,completed,,8,224,73,0.2534722222222222,3443,12914,3.7507987220447285,1.1988826674412258,1,SIMPLE_RADIAL,"[4413.576426315475, 1536.0, 2040.0, 0.13629689029716185]",503.7422922999831,1255153,14900,3020
