index_1,index_2,filename_1,filename_2,keypoints_1,keypoints_2,candidate_matches,ransac_inliers,inlier_ratio,status,median_sampson_error,p90_sampson_error,analysis_width_1,analysis_height_1,analysis_width_2,analysis_height_2
165,166,IMG20260826125013.jpg,IMG20260826125016.jpg,4653,4643,478,300,0.6276150627615062,ok,0.14314949483481546,0.7593906938141327,1200,1594,1200,1594
255,256,IMG20260826130051.jpg,IMG20260826130053.jpg,1233,2289,57,18,0.3157894736842105,ok,0.08111871233624517,0.9010828241543595,1200,1594,1200,1594
